reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,62,21,79,4.3,24,5.3,501,29.2,60.5,fresh,synthetic_v0,simulated; ranges are estimates
925,2026-06-05_PM,POTATO_06,potato,2026-06-05T18:00:00,4.5,room,79,24,95,8.6,31,3.8,622,26.7,76.9,fresh,synthetic_v0,simulated; ranges are estimates
926,2026-06-06_AM,POTATO_06,potato,2026-06-06T06:00:00,5.0,room,71,24,83,8.0,28,1.5,588,27.3,45.0,fresh,synthetic_v0,simulated; ranges are estimates
927,2026-06-06_PM,POTATO_06,potato,2026-06-06T18:00:00,5.5,room,80,24,94,7.1,28,4.8,571,27.7,51.2,fresh,synthetic_v0,simulated; ranges are estimates
928,2026-06-07_AM,POTATO_06,potato,2026-06-07T06:00:00,6.0,room,80,31,94,7.4,33,4.0,523,27.3,57.6,fresh,synthetic_v0,simulated; ranges are estimates
929,2026-06-07_PM,POTATO_06,potato,2026-06-07T18:00:00,6.5,room,75,31,81,8.1,35,1.5,657,30.0,70.8,fresh,synthetic_v0,simulated; ranges are estimates
930,2026-06-08_AM,POTATO_06,potato,2026-06-08T06:00:00,7.0,room,73,22,83,4.3,25,6.6,656,24.7,57.1,fresh,synthetic_v0,simulated; ranges are estimates
931,2026-06-08_PM,POTATO_06,potato,2026-06-08T18:00:00,7.5,room,76,33,95,7.0,38,1.5,621,24.9,68.3,fresh,synthetic_v0,simulated; ranges are estimates
932,2026-06-09_AM,POTATO_06,potato,2026-06-09T06:00:00,8.0,room,77,26,86,2.9,28,6.8,575,29.5,57.3,fresh,synthetic_v0,simulated; ranges are estimates
933,2026-06-09_PM,POTATO_06,potato,2026-06-09T18:00:00,8.5,room,77,31,90,3.7,33,2.3,576,30.5,60.5,fresh,synthetic_v0,simulated; ranges are estimates
934,2026-06-10_AM,POTATO_06,potato,2026-06-10T06:00:00,9.0,room,79,24,85,2.0,26,4.3,588,28.5,70.3,fresh,synthetic_v0,simulated; ranges are estimates
935,2026-06-10_PM,POTATO_06,potato,2026-06-10T18:00:00,9.5,room,75,23,82,5.1,28,6.1,448,28.0,67.2,fresh,synthetic_v0,simulated; ranges are estimates
936,2026-06-11_AM,POTATO_06,potato,2026-06-11T06:00:00,10.0,room,71,25,88,3.8,27,4.2,584,26.3,69.5,fresh,synthetic_v0,simulated; ranges are estimates
937,2026-06-11_PM,POTATO_06,potato,2026-06-11T18:00:00,10.5,room,88,31,89,3.9,34,3.4,654,29.0,71.9,fresh,synthetic_v0,simulated; ranges are estimates
938,2026-06-12_AM,POTATO_06,potato,2026-06-12T06:00:00,11.0,room,76,29,86,6.8,30,4.3,551,31.2,63.5,fresh,synthetic_v0,simulated; ranges are estimates
939,2026-06-12_PM,POTATO_06,potato,2026-06-12T18:00:00,11.5,room,81,27,91,6.1,33,7.6,612,30.1,69.4,fresh,synthetic_v0,simulated; ranges are estimates
940,2026-06-13_AM,POTATO_06,potato,2026-06-13T06:00:00,12.0,room,78,35,81,4.9,39,4.8,531,29.8,50.8,fresh,synthetic_v0,simulated; ranges are estimates
941,2026-06-13_PM,POTATO_06,potato,2026-06-13T18:00:00,12.5,room,73,30,90,4.5,38,2.1,599,27.5,52.5,fresh,synthetic_v0,simulated; ranges are estimates
942,2026-06-14_AM,POTATO_06,potato,2026-06-14T06:00:00,13.0,room,76,31,84,5.8,35,5.0,543,29.3,70.2,fresh,synthetic_v0,simulated; ranges are estimates
943,2026-06-14_PM,POTATO_06,potato,2026-06-14T18:00:00,13.5,room,76,33,92,2.7,38,2.6,652,29.2,38.8,fresh,synthetic_v0,simulated; ranges are estimates
944,2026-06-15_AM,POTATO_06,potato,2026-06-15T06:00:00,14.0,room,75,33,82,5.0,34,3.3,527,27.0,54.1,fresh,synthetic_v0,simulated; ranges are estimates
945,2026-06-15_PM,POTATO_06,potato,2026-06-15T18:00:00,14.5,room,72,29,84,4.8,36,1.5,551,25.6,50.3,fresh,synthetic_v0,simulated; ranges are estimates
946,2026-06-16_AM,POTATO_06,potato,2026-06-16T06:00:00,15.0,room,72,32,73,5.5,34,5.6,513,27.3,59.6,fresh,synthetic_v0,simulated; ranges are estimates
947,2026-06-16_PM,POTATO_06,potato,2026-06-16T18:00:00,15.5,room,77,31,90,7.0,34,1.9,599,28.3,59.1,fresh,synthetic_v0,simulated; ranges are estimates
948,2026-06-17_AM,POTATO_06,potato,2026-06-17T06:00:00,16.0,room,72,31,106,4.3,36,2.0,504,23.2,59.4,ripe,synthetic_v0,simulated; ranges are estimates
949,2026-06-17_PM,POTATO_06,potato,2026-06-17T18:00:00,16.5,room,66,30,90,6.8,38,3.2,418,28.0,64.8,ripe,synthetic_v0,simulated; ranges are estimates
950,2026-06-18_AM,POTATO_06,potato,2026-06-18T06:00:00,17.0,room,72,29,93,4.0,33,3.7,491,27.4,59.2,ripe,synthetic_v0,simulated; ranges are estimates
951,2026-06-18_PM,POTATO_06,potato,2026-06-18T18:00:00,17.5,room,64,23,106,8.2,27,4.9,479,27.4,52.5,ripe,synthetic_v0,simulated; ranges are estimates
952,2026-06-19_AM,POTATO_06,potato,2026-06-19T06:00:00,18.0,room,67,28,97,6.8,34,4.7,416,28.3,60.9,ripe,synthetic_v0,simulated; ranges are estimates
953,2026-06-19_PM,POTATO_06,potato,2026-06-19T18:00:00,18.5,room,73,26,100,5.4,39,6.5,517,28.7,53.0,ripe,synthetic_v0,simulated; ranges are estimates
954,2026-06-20_AM,POTATO_06,potato,2026-06-20T06:00:00,19.0,room,64,30,102,6.4,33,3.2,457,31.5,61.9,ripe,synthetic_v0,simulated; ranges are estimates
955,2026-06-20_PM,POTATO_06,potato,2026-06-20T18:00:00,19.5,room,65,31,107,8.1,34,6.4,443,26.8,52.9,ripe,synthetic_v0,simulated; ranges are estimates
956,2026-06-21_AM,POTATO_06,potato,2026-06-21T06:00:00,20.0,room,66,25,93,2.1,33,2.0,440,28.0,45.1,ripe,synthetic_v0,simulated; ranges are estimates
957,2026-06-21_PM,POTATO_06,potato,2026-06-21T18:00:00,20.5,room,63,22,118,4.1,30,3.5,474,30.7,56.3,ripe,synthetic_v0,simulated; ranges are estimates
958,2026-06-22_AM,POTATO_06,potato,2026-06-22T06:00:00,21.0,room,62,23,102,5.9,23,3.0,444,29.3,69.6,ripe,synthetic_v0,simulated; ranges are estimates
959,2026-06-22_PM,POTATO_06,potato,2026-06-22T18:00:00,21.5,room,57,32,101,5.2,40,3.9,441,28.3,52.6,ripe,synthetic_v0,simulated; ranges are estimates
960,2026-06-23_AM,POTATO_06,potato,2026-06-23T06:00:00,22.0,room,61,23,79,5.2,26,4.6,413,28.2,75.8,ripe,synthetic_v0,simulated; ranges are estimates
961,2026-06-23_PM,POTATO_06,potato,2026-06-23T18:00:00,22.5,room,54,26,94,6.3,37,2.9,456,28.9,45.0,ripe,synthetic_v0,simulated; ranges are estimates
962,2026-06-24_AM,POTATO_06,potato,2026-06-24T06:00:00,23.0,room,65,24,134,8.6,51,8.9,311,29.8,55.5,overripe,synthetic_v0,simulated; ranges are estimates
963,2026-06-24_PM,POTATO_06,potato,2026-06-24T18:00:00,23.5,room,65,26,120,2.8,57,2.9,357,28.9,60.3,overripe,synthetic_v0,simulated; ranges are estimates
964,2026-06-25_AM,POTATO_06,potato,2026-06-25T06:00:00,24.0,room,68,19,192,5.9,31,2.3,221,27.9,59.4,overripe,synthetic_v0,simulated; ranges are estimates
965,2026-06-25_PM,POTATO_06,potato,2026-06-25T18:00:00,24.5,room,61,21,137,4.1,67,1.5,310,27.7,49.8,overripe,synthetic_v0,simulated; ranges are estimates
966,2026-06-26_AM,POTATO_06,potato,2026-06-26T06:00:00,25.0,room,57,24,100,5.9,70,2.4,326,29.1,60.0,overripe,synthetic_v0,simulated; ranges are estimates
967,2026-06-26_PM,POTATO_06,potato,2026-06-26T18:00:00,25.5,room,60,24,107,6.0,41,5.6,335,26.6,64.6,overripe,synthetic_v0,simulated; ranges are estimates
968,2026-06-27_AM,POTATO_06,potato,2026-06-27T06:00:00,26.0,room,62,19,337,6.1,114,3.8,105,27.8,56.7,rotten,synthetic_v0,simulated; ranges are estimates
969,2026-06-27_PM,POTATO_06,potato,2026-06-27T18:00:00,26.5,room,58,23,224,6.4,112,3.2,170,27.1,65.1,rotten,synthetic_v0,simulated; ranges are estimates
970,2026-06-28_AM,POTATO_06,potato,2026-06-28T06:00:00,27.0,room,54,24,152,10.3,60,6.5,110,29.1,62.9,rotten,synthetic_v0,simulated; ranges are estimates
971,2026-06-28_PM,POTATO_06,potato,2026-06-28T18:00:00,27.5,room,56,22,239,7.7,129,1.5,112,28.1,53.0,rotten,synthetic_v0,simulated; ranges are estimates
972,2026-06-29_AM,POTATO_06,potato,2026-06-29T06:00:00,28.0,room,63,22,220,4.7,127,3.3,125,27.8,53.9,rotten,synthetic_v0,simulated; ranges are estimates
973,2026-06-29_PM,POTATO_06,potato,2026-06-29T18:00:00,28.5,room,65,20,436,6.3,139,2.5,117,27.3,57.4,rotten,synthetic_v0,simulated; ranges are estimates
974,2026-06-30_AM,POTATO_06,potato,2026-06-30T06:00:00,29.0,room,61,22,266,11.9,104,3.0,108,24.9,47.2,rotten,synthetic_v0,simulated; ranges are estimates
975,2026-06-30_PM,POTATO_06,potato,2026-06-30T18:00:00,29.5,room,69,25,416,5.5,157,4.3,126,29.3,63.2,rotten,synthetic_v0,simulated; ranges are estimates
976,2026-07-01_AM,POTATO_06,potato,2026-07-01T06:00:00,30.0,room,65,20,464,7.1,129,4.4,177,28.2,67.2,rotten,synthetic_v0,simulated; ranges are estimates
977,2026-07-01_PM,POTATO_06,potato,2026-07-01T18:00:00,30.5,room,71,21,347,11.4,118,1.7,120,29.4,53.1,rotten,synthetic_v0,simulated; ranges are estimates
978,2026-06-01_AM,POTATO_07,potato,2026-06-01T06:00:00,0.0,room,70,22,85,3.3,24,1.5,795,27.7,47.5,fresh,synthetic_v0,simulated; ranges are estimates
979,2026-06-01_PM,POTATO_07,potato,2026-06-01T18:00:00,0.5,room,76,20,90,10.1,24,2.5,659,27.7,58.3,fresh,synthetic_v0,simulated; ranges are estimates
980,2026-06-02_AM,POTATO_07,potato,2026-06-02T06:00:00,1.0,room,74,27,80,7.5,29,2.2,740,31.0,53.9,fresh,synthetic_v0,simulated; ranges are estimates
981,2026-06-02_PM,POTATO_07,potato,2026-06-02T18:00:00,1.5,room,72,22,79,4.0,25,5.0,728,26.8,52.8,fresh,synthetic_v0,simulated; ranges are estimates
982,2026-06-03_AM,POTATO_07,potato,2026-06-03T06:00:00,2.0,room,72,29,83,3.7,31,2.1,664,30.0,64.2,fresh,synthetic_v0,simulated; ranges are estimates
983,2026-06-03_PM,POTATO_07,potato,2026-06-03T18:00:00,2.5,room,70,25,78,10.2,29,5.9,736,30.0,65.4,fresh,synthetic_v0,simulated; ranges are estimates
984,2026-06-04_AM,POTATO_07,potato,2026-06-04T06:00:00,3.0,room,73,29,81,6.5,33,4.2,780,30.6,48.5,fresh,synthetic_v0,simulated; ranges are estimates
985,2026-06-04_PM,POTATO_07,potato,2026-06-04T18:00:00,3.5,room,82,27,90,3.9,28,4.3,795,29.7,54.6,fresh,synthetic_v0,simulated; ranges are estimates
986,2026-06-05_AM,POTATO_07,potato,2026-06-05T06:00:00,4.0,room,75,24,83,5.5,28,3.1,803,27.9,61.0,fresh,synthetic_v0,simulated; ranges are estimates
987,2026-06-05_PM,POTATO_07,potato,2026-06-05T18:00:00,4.5,room,74,29,81,7.5,34,4.0,681,25.3,60.9,fresh,synthetic_v0,simulated; ranges are estimates
988,2026-06-06_AM,POTATO_07,potato,2026-06-06T06:00:00,5.0,room,70,30,79,3.9,34,1.5,821,26.9,50.2,fresh,synthetic_v0,simulated; ranges are estimates
989,2026-06-06_PM,POTATO_07,potato,2026-06-06T18:00:00,5.5,room,84,28,97,8.2,34,4.5,752,26.4,73.0,fresh,synthetic_v0,simulated; ranges are estimates
990,2026-06-07_AM,POTATO_07,potato,2026-06-07T06:00:00,6.0,room,76,27,77,6.2,30,3.4,760,27.1,57.0,fresh,synthetic_v0,simulated; ranges are estimates
991,2026-06-07_PM,POTATO_07,potato,2026-06-07T18:00:00,6.5,room,79,31,97,6.4,35,2.0,722,28.3,47.7,fresh,synthetic_v0,simulated; ranges are estimates
992,2026-06-08_AM,POTATO_07,potato,2026-06-08T06:00:00,7.0,room,74,23,83,7.3,27,7.5,747,28.6,53.9,fresh,synthetic_v0,simulated; ranges are estimates
993,2026-06-08_PM,POTATO_07,potato,2026-06-08T18:00:00,7.5,room,75,29,85,2.7,35,2.8,819,27.3,64.8,fresh,synthetic_v0,simulated; ranges are estimates
994,2026-06-09_AM,POTATO_07,potato,2026-06-09T06:00:00,8.0,room,83,38,90,4.6,39,3.8,791,27.4,39.0,fresh,synthetic_v0,simulated; ranges are estimates
995,2026-06-09_PM,POTATO_07,potato,2026-06-09T18:00:00,8.5,room,78,29,93,2.0,34,2.2,738,29.0,58.0,fresh,synthetic_v0,simulated; ranges are estimates
996,2026-06-10_AM,POTATO_07,potato,2026-06-10T06:00:00,9.0,room,81,24,90,7.3,25,5.0,814,30.3,57.1,fresh,synthetic_v0,simulated; ranges are estimates
997,2026-06-10_PM,POTATO_07,potato,2026-06-10T18:00:00,9.5,room,83,27,99,6.2,29,5.6,790,27.9,60.4,fresh,synthetic_v0,simulated; ranges are estimates
998,2026-06-11_AM,POTATO_07,potato,2026-06-11T06:00:00,10.0,room,79,28,86,5.2,30,3.9,752,30.4,56.5,fresh,synthetic_v0,simulated; ranges are estimates
999,2026-06-11_PM,POTATO_07,potato,2026-06-11T18:00:00,10.5,room,75,25,92,7.9,31,5.1,761,29.7,67.9,fresh,synthetic_v0,simulated; ranges are estimates
1000,2026-06-12_AM,POTATO_07,potato,2026-06-12T06:00:00,11.0,room,83,29,86,9.1,32,5.9,803,30.9,65.0,fresh,synthetic_v0,simulated; ranges are estimates
1001,2026-06-12_PM,POTATO_07,potato,2026-06-12T18:00:00,11.5,room,77,26,88,6.9,31,3.9,758,29.4,38.2,fresh,synthetic_v0,simulated; ranges are estimates
1002,2026-06-13_AM,POTATO_07,potato,2026-06-13T06:00:00,12.0,room,76,34,96,6.3,36,4.0,860,28.8,60.0,fresh,synthetic_v0,simulated; ranges are estimates
1003,2026-06-13_PM,POTATO_07,potato,2026-06-13T18:00:00,12.5,room,72,28,87,4.9,32,4.8,731,29.2,51.0,fresh,synthetic_v0,simulated; ranges are estimates
1004,2026-06-14_AM,POTATO_07,potato,2026-06-14T06:00:00,13.0,room,69,33,72,9.2,35,5.1,856,29.1,78.0,fresh,synthetic_v0,simulated; ranges are estimates
1005,2026-06-14_PM,POTATO_07,potato,2026-06-14T18:00:00,13.5,room,65,28,77,6.3,36,3.6,752,27.2,55.6,fresh,synthetic_v0,simulated; ranges are estimates
1006,2026-06-15_AM,POTATO_07,potato,2026-06-15T06:00:00,14.0,room,74,27,89,3.7,30,1.5,823,28.0,83.2,fresh,synthetic_v0,simulated; ranges are estimates
1007,2026-06-15_PM,POTATO_07,potato,2026-06-15T18:00:00,14.5,room,78,28,95,5.7,32,3.9,840,28.0,69.2,fresh,synthetic_v0,simulated; ranges are estimates
1008,2026-06-16_AM,POTATO_07,potato,2026-06-16T06:00:00,15.0,room,68,24,80,8.4,25,4.9,735,29.6,65.0,fresh,synthetic_v0,simulated; ranges are estimates
1009,2026-06-16_PM,POTATO_07,potato,2026-06-16T18:00:00,15.5,room,81,27,92,9.4,34,3.2,750,30.1,64.7,fresh,synthetic_v0,simulated; ranges are estimates
1010,2026-06-17_AM,POTATO_07,potato,2026-06-17T06:00:00,16.0,room,69,30,81,4.6,33,3.5,741,25.5,66.7,fresh,synthetic_v0,simulated; ranges are estimates
1011,2026-06-17_PM,POTATO_07,potato,2026-06-17T18:00:00,16.5,room,65,28,83,6.9,32,4.1,748,30.0,53.4,fresh,synthetic_v0,simulated; ranges are estimates
1012,2026-06-18_AM,POTATO_07,potato,2026-06-18T06:00:00,17.0,room,60,31,85,8.5,31,2.1,594,31.5,53.3,ripe,synthetic_v0,simulated; ranges are estimates
1013,2026-06-18_PM,POTATO_07,potato,2026-06-18T18:00:00,17.5,room,68,25,100,5.0,29,3.3,763,29.5,74.5,ripe,synthetic_v0,simulated; ranges are estimates
1014,2026-06-19_AM,POTATO_07,potato,2026-06-19T06:00:00,18.0,room,71,24,104,2.7,25,2.8,654,28.0,63.6,ripe,synthetic_v0,simulated; ranges are estimates
1015,2026-06-19_PM,POTATO_07,potato,2026-06-19T18:00:00,18.5,room,65,32,106,4.4,38,6.6,699,31.0,64.1,ripe,synthetic_v0,simulated; ranges are estimates
1016,2026-06-20_AM,POTATO_07,potato,2026-06-20T06:00:00,19.0,room,69,18,98,3.6,27,3.6,656,24.2,63.3,ripe,synthetic_v0,simulated; ranges are estimates
1017,2026-06-20_PM,POTATO_07,potato,2026-06-20T18:00:00,19.5,room,58,30,87,6.5,42,2.3,591,28.9,46.9,ripe,synthetic_v0,simulated; ranges are estimates
1018,2026-06-21_AM,POTATO_07,potato,2026-06-21T06:00:00,20.0,room,57,26,85,9.8,33,4.2,567,28.3,61.6,ripe,synthetic_v0,simulated; ranges are estimates
1019,2026-06-21_PM,POTATO_07,potato,2026-06-21T18:00:00,20.5,room,68,28,109,5.8,32,3.7,502,28.9,60.2,ripe,synthetic_v0,simulated; ranges are estimates
1020,2026-06-22_AM,POTATO_07,potato,2026-06-22T06:00:00,21.0,room,65,22,146,2.2,36,4.5,439,25.8,56.9,overripe,synthetic_v0,simulated; ranges are estimates
1021,2026-06-22_PM,POTATO_07,potato,2026-06-22T18:00:00,21.5,room,67,26,136,6.2,40,4.8,308,28.7,64.8,overripe,synthetic_v0,simulated; ranges are estimates
1022,2026-06-23_AM,POTATO_07,potato,2026-06-23T06:00:00,22.0,room,62,24,122,4.3,49,4.1,332,27.8,84.5,overripe,synthetic_v0,simulated; ranges are estimates
1023,2026-06-23_PM,POTATO_07,potato,2026-06-23T18:00:00,22.5,room,57,25,132,5.1,52,3.7,468,27.4,48.8,overripe,synthetic_v0,simulated; ranges are estimates
1024,2026-06-24_AM,POTATO_07,potato,2026-06-24T06:00:00,23.0,room,59,23,142,5.5,60,1.5,400,28.8,54.4,overripe,synthetic_v0,simulated; ranges are estimates
1025,2026-06-24_PM,POTATO_07,potato,2026-06-24T18:00:00,23.5,room,65,28,128,5.4,61,3.2,437,28.8,64.0,overripe,synthetic_v0,simulated; ranges are estimates
1026,2026-06-25_AM,POTATO_07,potato,2026-06-25T06:00:00,24.0,room,61,19,352,6.3,85,1.5,189,28.1,64.1,rotten,synthetic_v0,simulated; ranges are estimates
1027,2026-06-25_PM,POTATO_07,potato,2026-06-25T18:00:00,24.5,room,65,24,423,4.4,145,4.3,100,29.0,56.1,rotten,synthetic_v0,simulated; ranges are estimates
1028,2026-06-26_AM,POTATO_07,potato,2026-06-26T06:00:00,25.0,room,66,18,235,9.0,25,7.1,120,28.4,54.9,rotten,synthetic_v0,simulated; ranges are estimates
1029,2026-06-26_PM,POTATO_07,potato,2026-06-26T18:00:00,25.5,room,61,24,270,4.5,193,4.0,110,28.4,55.0,rotten,synthetic_v0,simulated; ranges are estimates
1030,2026-06-27_AM,POTATO_07,potato,2026-06-27T06:00:00,26.0,room,63,24,477,9.1,120,3.2,173,26.0,62.0,rotten,synthetic_v0,simulated; ranges are estimates
1031,2026-06-27_PM,POTATO_07,potato,2026-06-27T18:00:00,26.5,room,67,23,206,3.5,125,3.6,253,27.4,54.4,rotten,synthetic_v0,simulated; ranges are estimates
1032,2026-06-01_AM,POTATO_08,potato,2026-06-01T06:00:00,0.0,room,63,26,71,10.0,30,2.6,725,28.9,67.0,fresh,synthetic_v0,simulated; ranges are estimates
1033,2026-06-01_PM,POTATO_08,potato,2026-06-01T18:00:00,0.5,room,73,24,88,7.3,30,3.6,546,28.7,61.9,fresh,synthetic_v0,simulated; ranges are estimates
1034,2026-06-02_AM,POTATO_08,potato,2026-06-02T06:00:00,1.0,room,72,26,87,7.1,27,2.8,551,26.0,51.8,fresh,synthetic_v0,simulated; ranges are estimates
1035,2026-06-02_PM,POTATO_08,potato,2026-06-02T18:00:00,1.5,room,73,25,82,5.7,30,5.6,603,29.2,68.2,fresh,synthetic_v0,simulated; ranges are estimates
1036,2026-06-03_AM,POTATO_08,potato,2026-06-03T06:00:00,2.0,room,62,32,76,2.5,36,4.0,586,27.6,65.2,fresh,synthetic_v0,simulated; ranges are estimates
1037,2026-06-03_PM,POTATO_08,potato,2026-06-03T18:00:00,2.5,room,77,26,93,8.1,31,5.9,609,29.6,58.7,fresh,synthetic_v0,simulated; ranges are estimates
1038,2026-06-04_AM,POTATO_08,potato,2026-06-04T06:00:00,3.0,room,66,27,72,6.0,29,2.4,592,26.1,69.8,fresh,synthetic_v0,simulated; ranges are estimates
1039,2026-06-04_PM,POTATO_08,potato,2026-06-04T18:00:00,3.5,room,71,27,90,7.4,34,6.1,642,28.6,45.3,fresh,synthetic_v0,simulated; ranges are estimates
1040,2026-06-05_AM,POTATO_08,potato,2026-06-05T06:00:00,4.0,room,74,30,81,6.2,34,5.7,623,27.7,61.4,fresh,synthetic_v0,simulated; ranges are estimates
1041,2026-06-05_PM,POTATO_08,potato,2026-06-05T18:00:00,4.5,room,79,23,97,2.8,28,1.5,703,29.2,66.9,fresh,synthetic_v0,simulated; ranges are estimates
1042,2026-06-06_AM,POTATO_08,potato,2026-06-06T06:00:00,5.0,room,76,29,90,6.4,31,5.4,590,26.3,58.4,fresh,synthetic_v0,simulated; ranges are estimates
1043,2026-06-06_PM,POTATO_08,potato,2026-06-06T18:00:00,5.5,room,76,30,86,5.4,36,1.6,598,26.9,64.1,fresh,synthetic_v0,simulated; ranges are estimates
1044,2026-06-07_AM,POTATO_08,potato,2026-06-07T06:00:00,6.0,room,79,31,92,2.8,35,2.4,588,26.9,52.2,fresh,synthetic_v0,simulated; ranges are estimates
1045,2026-06-07_PM,POTATO_08,potato,2026-06-07T18:00:00,6.5,room,78,33,95,2.7,41,5.6,608,25.2,54.0,fresh,synthetic_v0,simulated; ranges are estimates
1046,2026-06-08_AM,POTATO_08,potato,2026-06-08T06:00:00,7.0,room,80,29,89,8.0,30,4.0,626,26.8,50.0,fresh,synthetic_v0,simulated; ranges are estimates
1047,2026-06-08_PM,POTATO_08,potato,2026-06-08T18:00:00,7.5,room,75,30,84,4.2,34,5.0,649,26.9,52.1,fresh,synthetic_v0,simulated; ranges are estimates
1048,2026-06-09_AM,POTATO_08,potato,2026-06-09T06:00:00,8.0,room,79,37,93,2.5,39,2.3,645,24.2,73.8,fresh,synthetic_v0,simulated; ranges are estimates
1049,2026-06-09_PM,POTATO_08,potato,2026-06-09T18:00:00,8.5,room,84,31,90,6.3,36,3.2,720,25.4,71.0,fresh,synthetic_v0,simulated; ranges are estimates
1050,2026-06-10_AM,POTATO_08,potato,2026-06-10T06:00:00,9.0,room,78,25,83,6.4,25,3.2,620,29.2,60.6,fresh,synthetic_v0,simulated; ranges are estimates
1051,2026-06-10_PM,POTATO_08,potato,2026-06-10T18:00:00,9.5,room,82,29,95,5.6,36,1.5,573,28.4,44.8,fresh,synthetic_v0,simulated; ranges are estimates
1052,2026-06-11_AM,POTATO_08,potato,2026-06-11T06:00:00,10.0,room,78,26,86,3.8,29,3.8,747,26.9,53.0,fresh,synthetic_v0,simulated; ranges are estimates
1053,2026-06-11_PM,POTATO_08,potato,2026-06-11T18:00:00,10.5,room,74,32,99,5.3,37,2.8,574,29.2,46.9,fresh,synthetic_v0,simulated; ranges are estimates
1054,2026-06-12_AM,POTATO_08,potato,2026-06-12T06:00:00,11.0,room,71,28,85,7.1,32,3.9,699,29.2,50.8,fresh,synthetic_v0,simulated; ranges are estimates
1055,2026-06-12_PM,POTATO_08,potato,2026-06-12T18:00:00,11.5,room,69,31,81,7.9,35,5.2,640,28.3,56.5,fresh,synthetic_v0,simulated; ranges are estimates
1056,2026-06-13_AM,POTATO_08,potato,2026-06-13T06:00:00,12.0,room,76,28,85,6.9,33,2.9,636,29.5,66.1,fresh,synthetic_v0,simulated; ranges are estimates
1057,2026-06-13_PM,POTATO_08,potato,2026-06-13T18:00:00,12.5,room,78,31,99,7.8,37,2.6,621,26.9,59.6,fresh,synthetic_v0,simulated; ranges are estimates
1058,2026-06-14_AM,POTATO_08,potato,2026-06-14T06:00:00,13.0,room,67,32,72,6.1,34,3.5,615,27.9,59.5,fresh,synthetic_v0,simulated; ranges are estimates
1059,2026-06-14_PM,POTATO_08,potato,2026-06-14T18:00:00,13.5,room,72,27,76,6.8,33,1.8,602,27.3,59.2,fresh,synthetic_v0,simulated; ranges are estimates
1060,2026-06-15_AM,POTATO_08,potato,2026-06-15T06:00:00,14.0,room,77,31,81,3.6,32,3.9,673,28.0,56.9,fresh,synthetic_v0,simulated; ranges are estimates
1061,2026-06-15_PM,POTATO_08,potato,2026-06-15T18:00:00,14.5,room,83,28,93,4.8,34,3.9,672,26.7,50.8,fresh,synthetic_v0,simulated; ranges are estimates
1062,2026-06-16_AM,POTATO_08,potato,2026-06-16T06:00:00,15.0,room,75,28,76,5.5,31,6.5,585,27.8,58.7,fresh,synthetic_v0,simulated; ranges are estimates
1063,2026-06-16_PM,POTATO_08,potato,2026-06-16T18:00:00,15.5,room,66,24,81,6.0,30,1.5,601,28.7,61.3,fresh,synthetic_v0,simulated; ranges are estimates
1064,2026-06-17_AM,POTATO_08,potato,2026-06-17T06:00:00,16.0,room,77,29,83,6.9,31,4.0,609,26.1,46.9,fresh,synthetic_v0,simulated; ranges are estimates
1065,2026-06-17_PM,POTATO_08,potato,2026-06-17T18:00:00,16.5,room,71,33,88,4.4,39,4.3,641,29.8,64.2,fresh,synthetic_v0,simulated; ranges are estimates
1066,2026-06-18_AM,POTATO_08,potato,2026-06-18T06:00:00,17.0,room,71,27,80,8.3,29,1.5,624,28.0,59.4,fresh,synthetic_v0,simulated; ranges are estimates
1067,2026-06-18_PM,POTATO_08,potato,2026-06-18T18:00:00,17.5,room,62,30,73,7.1,37,4.6,679,27.8,76.0,fresh,synthetic_v0,simulated; ranges are estimates
1068,2026-06-19_AM,POTATO_08,potato,2026-06-19T06:00:00,18.0,room,70,25,86,3.1,33,4.6,499,27.6,64.2,ripe,synthetic_v0,simulated; ranges are estimates
1069,2026-06-19_PM,POTATO_08,potato,2026-06-19T18:00:00,18.5,room,68,26,98,8.3,34,3.6,476,30.1,74.3,ripe,synthetic_v0,simulated; ranges are estimates
1070,2026-06-20_AM,POTATO_08,potato,2026-06-20T06:00:00,19.0,room,62,18,104,4.8,23,3.4,461,29.9,61.3,ripe,synthetic_v0,simulated; ranges are estimates
1071,2026-06-20_PM,POTATO_08,potato,2026-06-20T18:00:00,19.5,room,70,29,100,8.0,39,3.6,540,28.3,64.7,ripe,synthetic_v0,simulated; ranges are estimates
1072,2026-06-21_AM,POTATO_08,potato,2026-06-21T06:00:00,20.0,room,62,23,85,8.5,28,2.0,532,27.1,57.1,ripe,synthetic_v0,simulated; ranges are estimates
1073,2026-06-21_PM,POTATO_08,potato,2026-06-21T18:00:00,20.5,room,67,25,86,4.7,35,3.6,494,29.7,52.0,ripe,synthetic_v0,simulated; ranges are estimates
1074,2026-06-22_AM,POTATO_08,potato,2026-06-22T06:00:00,21.0,room,60,29,91,5.9,38,3.5,520,29.2,69.3,ripe,synthetic_v0,simulated; ranges are estimates
