reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,68,26,95,6.7,37,4.5,417,27.5,55.0,fresh,synthetic_v2,simulated; true spoil=0.24
12755,2026-06-11_PM,CARROT_07,carrot,2026-06-11T18:00:00,10.5,room,74,32,124,9.1,52,4.4,364,32.2,69.1,ripe,synthetic_v2,simulated; true spoil=0.46
12756,2026-06-12_AM,CARROT_07,carrot,2026-06-12T06:00:00,11.0,room,71,28,118,8.2,53,4.5,346,31.4,74.0,ripe,synthetic_v2,simulated; true spoil=0.49
12757,2026-06-12_PM,CARROT_07,carrot,2026-06-12T18:00:00,11.5,room,70,28,126,8.7,46,4.9,370,33.5,60.8,ripe,synthetic_v2,simulated; true spoil=0.49
12758,2026-06-13_AM,CARROT_07,carrot,2026-06-13T06:00:00,12.0,room,70,32,126,8.2,60,6.2,363,32.4,72.0,ripe,synthetic_v2,simulated; true spoil=0.51
12759,2026-06-13_PM,CARROT_07,carrot,2026-06-13T18:00:00,12.5,room,80,31,138,6.3,56,5.1,354,31.8,73.0,ripe,synthetic_v2,simulated; true spoil=0.51
12760,2026-06-14_AM,CARROT_07,carrot,2026-06-14T06:00:00,13.0,room,69,30,123,7.1,53,4.8,357,30.2,61.9,fresh,synthetic_v2,simulated; true spoil=0.53
12761,2026-06-14_PM,CARROT_07,carrot,2026-06-14T18:00:00,13.5,room,72,30,143,9.2,55,4.3,344,33.1,69.4,fresh,synthetic_v2,simulated; true spoil=0.53
12762,2026-06-15_AM,CARROT_07,carrot,2026-06-15T06:00:00,14.0,room,69,30,128,7.3,59,5.0,333,30.3,63.8,fresh,synthetic_v2,simulated; true spoil=0.55
12763,2026-06-15_PM,CARROT_07,carrot,2026-06-15T18:00:00,14.5,room,74,30,132,6.0,54,4.4,314,29.0,70.0,fresh,synthetic_v2,simulated; true spoil=0.55
12764,2026-06-16_AM,CARROT_07,carrot,2026-06-16T06:00:00,15.0,room,69,30,135,7.1,55,4.4,327,30.4,68.8,overripe,synthetic_v2,simulated; true spoil=0.57
12765,2026-06-16_PM,CARROT_07,carrot,2026-06-16T18:00:00,15.5,room,68,28,137,9.5,56,4.9,331,31.8,74.3,overripe,synthetic_v2,simulated; true spoil=0.57
12766,2026-06-17_AM,CARROT_07,carrot,2026-06-17T06:00:00,16.0,room,67,31,134,8.4,67,3.9,317,30.1,69.8,overripe,synthetic_v2,simulated; true spoil=0.59
12767,2026-06-17_PM,CARROT_07,carrot,2026-06-17T18:00:00,16.5,room,69,27,129,8.5,53,4.7,323,30.7,68.0,overripe,synthetic_v2,simulated; true spoil=0.59
12768,2026-06-18_AM,CARROT_07,carrot,2026-06-18T06:00:00,17.0,room,73,25,146,8.4,58,6.8,304,28.9,68.8,overripe,synthetic_v2,simulated; true spoil=0.60
12769,2026-06-18_PM,CARROT_07,carrot,2026-06-18T18:00:00,17.5,room,74,28,147,8.1,64,5.9,297,32.1,65.6,overripe,synthetic_v2,simulated; true spoil=0.60
12770,2026-06-19_AM,CARROT_07,carrot,2026-06-19T06:00:00,18.0,room,70,25,141,8.0,58,4.8,305,28.4,73.6,overripe,synthetic_v2,simulated; true spoil=0.62
12771,2026-06-19_PM,CARROT_07,carrot,2026-06-19T18:00:00,18.5,room,72,27,145,7.0,60,6.1,304,30.7,74.4,overripe,synthetic_v2,simulated; true spoil=0.62
12772,2026-06-20_AM,CARROT_07,carrot,2026-06-20T06:00:00,19.0,room,64,28,136,9.0,62,5.8,313,29.3,80.4,overripe,synthetic_v2,simulated; true spoil=0.64
12773,2026-06-20_PM,CARROT_07,carrot,2026-06-20T18:00:00,19.5,room,67,27,150,7.8,67,5.8,285,30.3,69.7,overripe,synthetic_v2,simulated; true spoil=0.64
12774,2026-06-21_AM,CARROT_07,carrot,2026-06-21T06:00:00,20.0,room,63,25,143,7.8,65,6.3,274,29.0,69.5,overripe,synthetic_v2,simulated; true spoil=0.65
12775,2026-06-21_PM,CARROT_07,carrot,2026-06-21T18:00:00,20.5,room,66,26,145,8.4,60,5.1,271,31.8,75.5,overripe,synthetic_v2,simulated; true spoil=0.65
12776,2026-06-22_AM,CARROT_07,carrot,2026-06-22T06:00:00,21.0,room,72,28,157,8.8,64,5.4,286,30.0,67.8,overripe,synthetic_v2,simulated; true spoil=0.67
12777,2026-06-22_PM,CARROT_07,carrot,2026-06-22T18:00:00,21.5,room,68,29,148,8.1,64,7.3,282,28.1,56.0,overripe,synthetic_v2,simulated; true spoil=0.67
12778,2026-06-23_AM,CARROT_07,carrot,2026-06-23T06:00:00,22.0,room,66,26,141,7.2,62,6.4,297,28.2,73.8,overripe,synthetic_v2,simulated; true spoil=0.68
12779,2026-06-23_PM,CARROT_07,carrot,2026-06-23T18:00:00,22.5,room,63,23,144,9.8,56,5.7,262,29.1,71.4,overripe,synthetic_v2,simulated; true spoil=0.68
12780,2026-06-24_AM,CARROT_07,carrot,2026-06-24T06:00:00,23.0,room,66,25,149,9.6,68,5.9,295,29.2,67.7,overripe,synthetic_v2,simulated; true spoil=0.69
12781,2026-06-24_PM,CARROT_07,carrot,2026-06-24T18:00:00,23.5,room,66,24,147,9.0,66,5.7,255,31.1,68.4,overripe,synthetic_v2,simulated; true spoil=0.69
12782,2026-06-25_AM,CARROT_07,carrot,2026-06-25T06:00:00,24.0,room,63,25,156,10.8,68,5.6,284,29.0,74.7,overripe,synthetic_v2,simulated; true spoil=0.71
12783,2026-06-25_PM,CARROT_07,carrot,2026-06-25T18:00:00,24.5,room,62,25,146,9.6,69,5.4,259,28.6,68.0,overripe,synthetic_v2,simulated; true spoil=0.71
12784,2026-06-26_AM,CARROT_07,carrot,2026-06-26T06:00:00,25.0,room,64,25,144,8.3,72,7.0,260,27.2,68.1,overripe,synthetic_v2,simulated; true spoil=0.72
12785,2026-06-26_PM,CARROT_07,carrot,2026-06-26T18:00:00,25.5,room,63,22,149,10.0,69,6.3,251,28.8,71.4,overripe,synthetic_v2,simulated; true spoil=0.72
12786,2026-06-27_AM,CARROT_07,carrot,2026-06-27T06:00:00,26.0,room,68,23,154,9.5,64,5.3,242,26.5,67.6,overripe,synthetic_v2,simulated; true spoil=0.73
12787,2026-06-27_PM,CARROT_07,carrot,2026-06-27T18:00:00,26.5,room,66,24,154,9.4,70,5.4,251,26.5,70.3,overripe,synthetic_v2,simulated; true spoil=0.73
12788,2026-06-28_AM,CARROT_07,carrot,2026-06-28T06:00:00,27.0,room,62,25,148,10.1,69,6.2,247,26.5,54.8,overripe,synthetic_v2,simulated; true spoil=0.74
12789,2026-06-28_PM,CARROT_07,carrot,2026-06-28T18:00:00,27.5,room,63,25,154,10.2,71,7.1,271,29.4,70.1,overripe,synthetic_v2,simulated; true spoil=0.74
12790,2026-06-29_AM,CARROT_07,carrot,2026-06-29T06:00:00,28.0,room,66,22,149,8.4,67,6.9,250,24.9,62.0,overripe,synthetic_v2,simulated; true spoil=0.75
12791,2026-06-29_PM,CARROT_07,carrot,2026-06-29T18:00:00,28.5,room,69,25,156,10.7,69,5.2,239,26.8,74.3,overripe,synthetic_v2,simulated; true spoil=0.75
12792,2026-06-30_AM,CARROT_07,carrot,2026-06-30T06:00:00,29.0,room,66,23,151,10.4,67,6.8,253,23.4,60.7,overripe,synthetic_v2,simulated; true spoil=0.76
12793,2026-06-30_PM,CARROT_07,carrot,2026-06-30T18:00:00,29.5,room,67,23,154,9.3,68,6.0,252,24.8,60.0,overripe,synthetic_v2,simulated; true spoil=0.76
12794,2026-07-01_AM,CARROT_07,carrot,2026-07-01T06:00:00,30.0,room,68,21,160,8.6,62,7.2,244,24.8,63.6,overripe,synthetic_v2,simulated; true spoil=0.77
12795,2026-07-01_PM,CARROT_07,carrot,2026-07-01T18:00:00,30.5,room,70,21,160,11.4,69,5.4,234,25.8,61.6,overripe,synthetic_v2,simulated; true spoil=0.77
12796,2026-07-02_AM,CARROT_07,carrot,2026-07-02T06:00:00,31.0,room,71,24,165,9.6,74,6.1,252,25.7,61.6,overripe,synthetic_v2,simulated; true spoil=0.78
12797,2026-07-02_PM,CARROT_07,carrot,2026-07-02T18:00:00,31.5,room,68,21,169,11.0,72,5.5,232,28.1,54.6,overripe,synthetic_v2,simulated; true spoil=0.78
12798,2026-07-03_AM,CARROT_07,carrot,2026-07-03T06:00:00,32.0,room,70,20,161,8.5,71,4.9,214,25.4,64.8,ripe,synthetic_v2,simulated; true spoil=0.79
12799,2026-07-03_PM,CARROT_07,carrot,2026-07-03T18:00:00,32.5,room,67,24,168,11.2,73,5.0,219,26.2,67.8,ripe,synthetic_v2,simulated; true spoil=0.79
12800,2026-07-04_AM,CARROT_07,carrot,2026-07-04T06:00:00,33.0,room,69,21,159,9.6,68,5.8,230,26.0,63.0,rotten,synthetic_v2,simulated; true spoil=0.80
12801,2026-07-04_PM,CARROT_07,carrot,2026-07-04T18:00:00,33.5,room,75,18,172,9.4,64,5.0,212,26.3,63.5,rotten,synthetic_v2,simulated; true spoil=0.80
12802,2026-07-05_AM,CARROT_07,carrot,2026-07-05T06:00:00,34.0,room,72,19,169,9.9,64,5.8,221,25.3,58.8,rotten,synthetic_v2,simulated; true spoil=0.81
12803,2026-07-05_PM,CARROT_07,carrot,2026-07-05T18:00:00,34.5,room,72,19,171,10.1,68,4.3,227,25.3,64.6,rotten,synthetic_v2,simulated; true spoil=0.81
12804,2026-07-06_AM,CARROT_07,carrot,2026-07-06T06:00:00,35.0,room,71,19,166,9.6,67,4.6,231,24.5,59.6,rotten,synthetic_v2,simulated; true spoil=0.82
12805,2026-07-06_PM,CARROT_07,carrot,2026-07-06T18:00:00,35.5,room,71,23,174,9.8,75,6.9,200,27.3,56.7,rotten,synthetic_v2,simulated; true spoil=0.82
12806,2026-07-07_AM,CARROT_07,carrot,2026-07-07T06:00:00,36.0,room,76,22,170,8.9,70,6.3,194,25.9,51.0,rotten,synthetic_v2,simulated; true spoil=0.83
12807,2026-07-07_PM,CARROT_07,carrot,2026-07-07T18:00:00,36.5,room,74,23,175,10.3,67,4.4,215,24.8,60.3,rotten,synthetic_v2,simulated; true spoil=0.83
12808,2026-07-08_AM,CARROT_07,carrot,2026-07-08T06:00:00,37.0,room,79,23,181,9.5,71,6.4,225,27.2,55.5,rotten,synthetic_v2,simulated; true spoil=0.83
12809,2026-07-08_PM,CARROT_07,carrot,2026-07-08T18:00:00,37.5,room,74,21,180,12.0,75,6.6,221,26.8,62.5,rotten,synthetic_v2,simulated; true spoil=0.83
12810,2026-07-09_AM,CARROT_07,carrot,2026-07-09T06:00:00,38.0,room,77,18,182,11.0,73,6.6,217,26.0,58.3,rotten,synthetic_v2,simulated; true spoil=0.84
12811,2026-07-09_PM,CARROT_07,carrot,2026-07-09T18:00:00,38.5,room,73,22,178,9.7,73,5.8,203,27.6,56.0,rotten,synthetic_v2,simulated; true spoil=0.84
12812,2026-07-10_AM,CARROT_07,carrot,2026-07-10T06:00:00,39.0,room,76,24,178,9.6,81,7.1,203,26.2,58.1,rotten,synthetic_v2,simulated; true spoil=0.85
12813,2026-07-10_PM,CARROT_07,carrot,2026-07-10T18:00:00,39.5,room,78,21,174,10.8,78,6.5,234,26.0,56.1,rotten,synthetic_v2,simulated; true spoil=0.85
12814,2026-07-11_AM,CARROT_07,carrot,2026-07-11T06:00:00,40.0,room,73,23,173,9.7,77,6.2,198,25.4,63.5,rotten,synthetic_v2,simulated; true spoil=0.85
12815,2026-07-11_PM,CARROT_07,carrot,2026-07-11T18:00:00,40.5,room,75,23,186,9.9,81,5.1,210,27.5,58.0,rotten,synthetic_v2,simulated; true spoil=0.85
12816,2026-07-12_AM,CARROT_07,carrot,2026-07-12T06:00:00,41.0,room,80,24,192,10.8,80,7.2,216,28.3,50.6,rotten,synthetic_v2,simulated; true spoil=0.86
12817,2026-07-12_PM,CARROT_07,carrot,2026-07-12T18:00:00,41.5,room,80,27,197,9.6,75,4.1,182,28.0,50.0,rotten,synthetic_v2,simulated; true spoil=0.86
12818,2026-07-13_AM,CARROT_07,carrot,2026-07-13T06:00:00,42.0,room,74,23,186,11.0,75,6.3,219,26.5,57.9,rotten,synthetic_v2,simulated; true spoil=0.86
12819,2026-07-13_PM,CARROT_07,carrot,2026-07-13T18:00:00,42.5,room,71,23,174,10.1,82,6.4,216,28.0,54.1,rotten,synthetic_v2,simulated; true spoil=0.86
12820,2026-07-14_AM,CARROT_07,carrot,2026-07-14T06:00:00,43.0,room,75,22,184,9.8,79,6.6,182,28.4,52.3,rotten,synthetic_v2,simulated; true spoil=0.87
12821,2026-07-14_PM,CARROT_07,carrot,2026-07-14T18:00:00,43.5,room,78,24,193,10.8,83,5.9,210,29.1,49.5,rotten,synthetic_v2,simulated; true spoil=0.87
12822,2026-07-15_AM,CARROT_07,carrot,2026-07-15T06:00:00,44.0,room,71,24,179,8.9,81,5.8,203,28.1,43.9,rotten,synthetic_v2,simulated; true spoil=0.88
12823,2026-07-15_PM,CARROT_07,carrot,2026-07-15T18:00:00,44.5,room,78,26,201,11.5,90,7.5,199,30.0,55.9,rotten,synthetic_v2,simulated; true spoil=0.88
12824,2026-07-16_AM,CARROT_07,carrot,2026-07-16T06:00:00,45.0,room,70,26,188,11.2,95,8.4,200,28.9,55.7,rotten,synthetic_v2,simulated; true spoil=0.88
12825,2026-07-16_PM,CARROT_07,carrot,2026-07-16T18:00:00,45.5,room,69,25,185,10.3,87,6.0,210,28.4,55.9,rotten,synthetic_v2,simulated; true spoil=0.88
12826,2026-07-17_AM,CARROT_07,carrot,2026-07-17T06:00:00,46.0,room,75,25,190,10.4,88,6.8,183,29.4,52.4,rotten,synthetic_v2,simulated; true spoil=0.89
12827,2026-07-17_PM,CARROT_07,carrot,2026-07-17T18:00:00,46.5,room,72,24,187,10.0,88,7.4,179,28.5,42.9,rotten,synthetic_v2,simulated; true spoil=0.89
12828,2026-07-18_AM,CARROT_07,carrot,2026-07-18T06:00:00,47.0,room,67,28,192,11.3,90,7.2,159,28.9,47.4,rotten,synthetic_v2,simulated; true spoil=0.89
12829,2026-07-18_PM,CARROT_07,carrot,2026-07-18T18:00:00,47.5,room,71,26,186,11.2,91,6.6,203,29.5,48.7,rotten,synthetic_v2,simulated; true spoil=0.89
12830,2026-07-19_AM,CARROT_07,carrot,2026-07-19T06:00:00,48.0,room,66,26,180,9.9,86,5.8,181,28.4,50.1,rotten,synthetic_v2,simulated; true spoil=0.90
12831,2026-07-19_PM,CARROT_07,carrot,2026-07-19T18:00:00,48.5,room,70,25,185,10.6,87,6.2,176,29.7,53.4,rotten,synthetic_v2,simulated; true spoil=0.90
12832,2026-07-20_AM,CARROT_07,carrot,2026-07-20T06:00:00,49.0,room,69,28,179,11.4,90,7.2,193,28.8,52.8,rotten,synthetic_v2,simulated; true spoil=0.90
12833,2026-07-20_PM,CARROT_07,carrot,2026-07-20T18:00:00,49.5,room,56,28,178,10.8,90,7.6,183,32.3,43.9,rotten,synthetic_v2,simulated; true spoil=0.90
12834,2026-07-21_AM,CARROT_07,carrot,2026-07-21T06:00:00,50.0,room,67,27,191,11.3,92,6.2,167,28.6,47.3,rotten,synthetic_v2,simulated; true spoil=0.90
12835,2026-07-21_PM,CARROT_07,carrot,2026-07-21T18:00:00,50.5,room,67,29,189,12.3,89,6.3,184,31.2,46.6,rotten,synthetic_v2,simulated; true spoil=0.90
12836,2026-07-22_AM,CARROT_07,carrot,2026-07-22T06:00:00,51.0,room,71,30,200,10.1,94,6.6,190,32.3,53.9,rotten,synthetic_v2,simulated; true spoil=0.91
12837,2026-07-22_PM,CARROT_07,carrot,2026-07-22T18:00:00,51.5,room,63,29,187,13.2,98,7.2,186,32.4,50.2,rotten,synthetic_v2,simulated; true spoil=0.91
12838,2026-06-01_AM,CARROT_08,carrot,2026-06-01T06:00:00,0.0,room,71,30,75,3.0,30,4.2,597,28.2,45.0,fresh,synthetic_v2,simulated; true spoil=0.07
12839,2026-06-01_PM,CARROT_08,carrot,2026-06-01T18:00:00,0.5,room,74,23,75,5.7,24,3.5,620,29.1,54.1,fresh,synthetic_v2,simulated; true spoil=0.07
12840,2026-06-02_AM,CARROT_08,carrot,2026-06-02T06:00:00,1.0,room,74,29,80,4.3,29,3.7,613,26.9,59.3,fresh,synthetic_v2,simulated; true spoil=0.10
12841,2026-06-02_PM,CARROT_08,carrot,2026-06-02T18:00:00,1.5,room,72,26,79,4.3,27,4.2,594,29.6,65.5,fresh,synthetic_v2,simulated; true spoil=0.10
12842,2026-06-03_AM,CARROT_08,carrot,2026-06-03T06:00:00,2.0,room,78,25,82,4.7,26,2.5,577,27.6,61.5,fresh,synthetic_v2,simulated; true spoil=0.13
12843,2026-06-03_PM,CARROT_08,carrot,2026-06-03T18:00:00,2.5,room,72,26,83,5.9,34,3.7,581,29.4,64.0,fresh,synthetic_v2,simulated; true spoil=0.13
12844,2026-06-04_AM,CARROT_08,carrot,2026-06-04T06:00:00,3.0,room,70,28,82,5.5,30,4.1,573,29.5,66.5,fresh,synthetic_v2,simulated; true spoil=0.15
12845,2026-06-04_PM,CARROT_08,carrot,2026-06-04T18:00:00,3.5,room,69,28,75,4.7,28,3.7,589,29.3,56.6,fresh,synthetic_v2,simulated; true spoil=0.15
12846,2026-06-05_AM,CARROT_08,carrot,2026-06-05T06:00:00,4.0,room,77,28,88,5.2,32,2.7,556,29.1,76.4,fresh,synthetic_v2,simulated; true spoil=0.17
12847,2026-06-05_PM,CARROT_08,carrot,2026-06-05T18:00:00,4.5,room,75,29,84,5.2,31,4.9,529,29.7,66.3,fresh,synthetic_v2,simulated; true spoil=0.17
12848,2026-06-06_AM,CARROT_08,carrot,2026-06-06T06:00:00,5.0,room,75,30,85,6.0,32,4.7,563,29.1,71.1,fresh,synthetic_v2,simulated; true spoil=0.20
12849,2026-06-06_PM,CARROT_08,carrot,2026-06-06T18:00:00,5.5,room,78,29,89,5.5,37,4.1,549,30.2,69.1,fresh,synthetic_v2,simulated; true spoil=0.20
12850,2026-06-07_AM,CARROT_08,carrot,2026-06-07T06:00:00,6.0,room,72,26,93,7.2,31,3.8,529,31.1,66.0,fresh,synthetic_v2,simulated; true spoil=0.22
12851,2026-06-07_PM,CARROT_08,carrot,2026-06-07T18:00:00,6.5,room,74,29,84,6.0,35,2.5,557,31.7,63.8,fresh,synthetic_v2,simulated; true spoil=0.22
12852,2026-06-08_AM,CARROT_08,carrot,2026-06-08T06:00:00,7.0,room,78,30,94,5.3,34,4.0,527,30.4,65.3,fresh,synthetic_v2,simulated; true spoil=0.24
12853,2026-06-08_PM,CARROT_08,carrot,2026-06-08T18:00:00,7.5,room,78,28,96,6.2,31,5.5,517,32.7,57.4,fresh,synthetic_v2,simulated; true spoil=0.24
12854,2026-06-09_AM,CARROT_08,carrot,2026-06-09T06:00:00,8.0,room,74,27,89,6.4,32,4.7,526,29.6,53.6,fresh,synthetic_v2,simulated; true spoil=0.26
12855,2026-06-09_PM,CARROT_08,carrot,2026-06-09T18:00:00,8.5,room,81,31,102,4.9,31,2.4,531,33.3,73.5,fresh,synthetic_v2,simulated; true spoil=0.26
12856,2026-06-10_AM,CARROT_08,carrot,2026-06-10T06:00:00,9.0,room,72,26,100,6.6,34,4.0,496,30.4,63.4,fresh,synthetic_v2,simulated; true spoil=0.28
12857,2026-06-10_PM,CARROT_08,carrot,2026-06-10T18:00:00,9.5,room,74,31,97,6.0,41,5.4,499,32.0,68.8,fresh,synthetic_v2,simulated; true spoil=0.28
12858,2026-06-11_AM,CARROT_08,carrot,2026-06-11T06:00:00,10.0,room,78,29,105,8.4,39,4.5,508,31.5,71.5,fresh,synthetic_v2,simulated; true spoil=0.30
12859,2026-06-11_PM,CARROT_08,carrot,2026-06-11T18:00:00,10.5,room,74,29,98,5.8,39,4.2,519,31.8,62.6,fresh,synthetic_v2,simulated; true spoil=0.30
12860,2026-06-12_AM,CARROT_08,carrot,2026-06-12T06:00:00,11.0,room,76,31,102,6.1,43,4.1,494,33.1,67.7,fresh,synthetic_v2,simulated; true spoil=0.32
12861,2026-06-12_PM,CARROT_08,carrot,2026-06-12T18:00:00,11.5,room,72,31,102,6.0,44,4.7,493,32.6,74.3,fresh,synthetic_v2,simulated; true spoil=0.32
12862,2026-06-13_AM,CARROT_08,carrot,2026-06-13T06:00:00,12.0,room,79,29,119,7.1,41,4.3,477,29.8,67.1,ripe,synthetic_v2,simulated; true spoil=0.34
12863,2026-06-13_PM,CARROT_08,carrot,2026-06-13T18:00:00,12.5,room,72,33,113,7.6,44,4.8,468,34.0,63.6,ripe,synthetic_v2,simulated; true spoil=0.34
12864,2026-06-14_AM,CARROT_08,carrot,2026-06-14T06:00:00,13.0,room,72,29,103,6.1,39,4.2,475,27.8,64.8,ripe,synthetic_v2,simulated; true spoil=0.36
12865,2026-06-14_PM,CARROT_08,carrot,2026-06-14T18:00:00,13.5,room,77,30,121,7.3,41,4.3,497,32.6,66.8,ripe,synthetic_v2,simulated; true spoil=0.36
12866,2026-06-15_AM,CARROT_08,carrot,2026-06-15T06:00:00,14.0,room,72,31,111,4.8,44,3.6,455,30.1,65.4,ripe,synthetic_v2,simulated; true spoil=0.38
12867,2026-06-15_PM,CARROT_08,carrot,2026-06-15T18:00:00,14.5,room,70,27,118,7.4,38,4.0,465,32.2,74.1,ripe,synthetic_v2,simulated; true spoil=0.38
12868,2026-06-16_AM,CARROT_08,carrot,2026-06-16T06:00:00,15.0,room,71,27,114,5.3,41,3.4,463,30.6,73.5,ripe,synthetic_v2,simulated; true spoil=0.40
12869,2026-06-16_PM,CARROT_08,carrot,2026-06-16T18:00:00,15.5,room,73,29,115,8.0,41,3.2,447,31.9,71.6,ripe,synthetic_v2,simulated; true spoil=0.40
12870,2026-06-17_AM,CARROT_08,carrot,2026-06-17T06:00:00,16.0,room,69,28,112,6.8,41,3.6,446,30.1,72.1,ripe,synthetic_v2,simulated; true spoil=0.41
12871,2026-06-17_PM,CARROT_08,carrot,2026-06-17T18:00:00,16.5,room,69,29,110,7.0,45,4.2,432,30.3,75.9,ripe,synthetic_v2,simulated; true spoil=0.41
12872,2026-06-18_AM,CARROT_08,carrot,2026-06-18T06:00:00,17.0,room,68,31,118,9.0,50,6.4,420,28.7,65.3,ripe,synthetic_v2,simulated; true spoil=0.43
12873,2026-06-18_PM,CARROT_08,carrot,2026-06-18T18:00:00,17.5,room,70,28,118,6.6,43,4.6,454,30.7,68.7,ripe,synthetic_v2,simulated; true spoil=0.43
12874,2026-06-19_AM,CARROT_08,carrot,2026-06-19T06:00:00,18.0,room,73,26,118,7.5,48,3.8,452,30.7,69.5,ripe,synthetic_v2,simulated; true spoil=0.45
12875,2026-06-19_PM,CARROT_08,carrot,2026-06-19T18:00:00,18.5,room,73,30,126,8.8,51,5.5,418,32.0,75.2,ripe,synthetic_v2,simulated; true spoil=0.45
12876,2026-06-20_AM,CARROT_08,carrot,2026-06-20T06:00:00,19.0,room,68,27,124,8.2,51,4.7,417,29.8,73.0,ripe,synthetic_v2,simulated; true spoil=0.46
12877,2026-06-20_PM,CARROT_08,carrot,2026-06-20T18:00:00,19.5,room,71,29,121,8.0,61,4.2,402,29.6,74.6,ripe,synthetic_v2,simulated; true spoil=0.46
12878,2026-06-21_AM,CARROT_08,carrot,2026-06-21T06:00:00,20.0,room,65,25,122,6.8,50,4.2,421,29.7,71.9,ripe,synthetic_v2,simulated; true spoil=0.48
12879,2026-06-21_PM,CARROT_08,carrot,2026-06-21T18:00:00,20.5,room,59,30,111,8.8,48,4.8,419,28.5,69.1,ripe,synthetic_v2,simulated; true spoil=0.48
12880,2026-06-22_AM,CARROT_08,carrot,2026-06-22T06:00:00,21.0,room,53,26,115,9.1,57,4.7,425,28.1,71.4,ripe,synthetic_v2,simulated; true spoil=0.49
12881,2026-06-22_PM,CARROT_08,carrot,2026-06-22T18:00:00,21.5,room,67,28,127,9.5,51,4.8,419,31.1,75.0,ripe,synthetic_v2,simulated; true spoil=0.49
12882,2026-06-23_AM,CARROT_08,carrot,2026-06-23T06:00:00,22.0,room,68,25,132,7.2,49,3.3,394,28.0,62.0,ripe,synthetic_v2,simulated; true spoil=0.51
12883,2026-06-23_PM,CARROT_08,carrot,2026-06-23T18:00:00,22.5,room,63,23,126,9.4,47,4.8,395,28.7,76.1,ripe,synthetic_v2,simulated; true spoil=0.51
12884,2026-06-24_AM,CARROT_08,carrot,2026-06-24T06:00:00,23.0,room,70,25,140,9.1,52,5.9,391,27.7,77.0,ripe,synthetic_v2,simulated; true spoil=0.52
12885,2026-06-24_PM,CARROT_08,carrot,2026-06-24T18:00:00,23.5,room,59,22,127,7.1,53,5.6,388,28.4,61.6,ripe,synthetic_v2,simulated; true spoil=0.52
12886,2026-06-25_AM,CARROT_08,carrot,2026-06-25T06:00:00,24.0,room,56,24,123,8.6,48,6.1,365,27.7,76.5,ripe,synthetic_v2,simulated; true spoil=0.53
12887,2026-06-25_PM,CARROT_08,carrot,2026-06-25T18:00:00,24.5,room,63,24,128,8.1,54,5.6,388,28.7,55.0,ripe,synthetic_v2,simulated; true spoil=0.53
12888,2026-06-26_AM,CARROT_08,carrot,2026-06-26T06:00:00,25.0,room,58,23,122,9.9,55,5.0,382,27.1,61.8,ripe,synthetic_v2,simulated; true spoil=0.55
12889,2026-06-26_PM,CARROT_08,carrot,2026-06-26T18:00:00,25.5,room,64,22,136,9.3,51,5.3,383,27.5,73.0,ripe,synthetic_v2,simulated; true spoil=0.55
12890,2026-06-27_AM,CARROT_08,carrot,2026-06-27T06:00:00,26.0,room,63,22,133,9.5,51,4.7,391,27.2,65.7,overripe,synthetic_v2,simulated; true spoil=0.56
12891,2026-06-27_PM,CARROT_08,carrot,2026-06-27T18:00:00,26.5,room,60,25,125,7.8,61,5.9,390,27.1,68.9,overripe,synthetic_v2,simulated; true spoil=0.56
12892,2026-06-28_AM,CARROT_08,carrot,2026-06-28T06:00:00,27.0,room,62,25,133,8.0,57,5.5,377,26.4,68.9,overripe,synthetic_v2,simulated; true spoil=0.57
12893,2026-06-28_PM,CARROT_08,carrot,2026-06-28T18:00:00,27.5,room,62,19,135,8.9,49,4.7,378,25.3,70.6,overripe,synthetic_v2,simulated; true spoil=0.57
12894,2026-06-29_AM,CARROT_08,carrot,2026-06-29T06:00:00,28.0,room,67,22,144,9.0,53,5.4,345,27.0,61.0,overripe,synthetic_v2,simulated; true spoil=0.58
12895,2026-06-29_PM,CARROT_08,carrot,2026-06-29T18:00:00,28.5,room,67,23,136,9.1,56,5.1,359,26.6,61.7,overripe,synthetic_v2,simulated; true spoil=0.58
12896,2026-06-30_AM,CARROT_08,carrot,2026-06-30T06:00:00,29.0,room,64,22,132,9.3,55,5.8,388,24.3,67.9,overripe,synthetic_v2,simulated; true spoil=0.59
12897,2026-06-30_PM,CARROT_08,carrot,2026-06-30T18:00:00,29.5,room,66,19,146,10.8,57,5.2,361,27.1,67.1,overripe,synthetic_v2,simulated; true spoil=0.59
12898,2026-07-01_AM,CARROT_08,carrot,2026-07-01T06:00:00,30.0,room,65,20,145,9.0,54,5.3,367,27.2,77.7,overripe,synthetic_v2,simulated; true spoil=0.61
12899,2026-07-01_PM,CARROT_08,carrot,2026-07-01T18:00:00,30.5,room,66,20,146,9.8,58,5.3,358,27.4,66.0,overripe,synthetic_v2,simulated; true spoil=0.61
12900,2026-07-02_AM,CARROT_08,carrot,2026-07-02T06:00:00,31.0,room,72,21,146,8.7,53,4.8,347,25.0,61.7,overripe,synthetic_v2,simulated; true spoil=0.62
